code,date,start,end,room,type,title,speakers,topics,level,url,abstract
AS2145,2026-09-15,13:30,14:30,"Venetian, Murano 3202, level 3",Strategy Talk,Connected Design: Real-World Collaboration Workflows Across Autodesk Forma and Revit,"Matt Arsenault, Principal Product Manager - Forma Connected Clients, Autodesk | Caoimhe Loftus, Product Manager, Forma Model, Autodesk",Architecture services | BIM 360 Docs | BIM Collaborate Pro | Forma | Forma Site Design | Revit | Revit Cloud Worksharing | AECO | Architecture,Not Applicable,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775222830239001THYa,"The way architecture, engineering, and construction (AEC) teams work across tools has long been fragmented: models reimported manually, analyses running outside the authoring environment, and design intent lost at every handoff. Forma Connected Clients is here to change that. Two of the product managers behind Forma Connected Clients will share insights into the strategy and walk you through a real workflow connecting Autodesk Forma Site Design, Forma Building Design, Forma Board, and Revit software. Hear from customers on what's already shifting. See Autodesk Forma analyses spanning across design applications, keeping multiple models aligned without reimport, and collaborative live design review with Forma Board—all in one connected process."
AS2515,2026-09-15,13:30,14:30,"Venetian, San Polo 3406, level 3",Spark Session,"Ask the Experts Panel: AI in AutoCAD and Civil 3D, From Today's Tools to Tomorrow's Workflows","Anum Mithani, Senior Product Manager, Autodesk | Alëna Iouguina, Director, User Experience, AutoCAD, Civil 3D and Reality Capture, Autodesk | Peter Qian, Sr Director, Software Engineering, Autodesk | Sachin Singh, Senior Product Manager, AutoCAD Web, Autodesk | Tim Yarris, Sr. Group Product Manager, Civil 3D and Infrastructure Product Line, Autodesk",Architecture services | AutoCAD | AutoCAD LT | AutoCAD web app | Civil 3D | AECO | AutoCAD & General Design | Cross Industry,Not Applicable,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775484501820001Eu0S,"Curious how AI is actually showing up in AutoCAD, AutoCAD Web, and Civil 3D, and where it's headed next? In this interactive ""Ask the Experts"" panel, our experts will go beyond the hype to talk about how AI is starting to change the way design work gets done. We'll explore where AI shows up in your workflows today, how Autodesk Assistant is evolving with Model Context Protocols (MCPs) to support faster, smarter decisions, and what's coming as AI becomes a more active partner in the design process across desktop and web. Expect a candid conversation about the opportunities, the open questions, and how you can start putting AI to work right now. The session is moderated, with plenty of time for audience questions, so come ready to ask."
AS2515-D,2026-09-15,13:30,14:30,Digital AA,Spark Session,"Ask the Experts Panel: AI in AutoCAD and Civil 3D, From Today's Tools to Tomorrow's Workflows","Anum Mithani, Senior Product Manager, Autodesk | Alëna Iouguina, Director, User Experience, AutoCAD, Civil 3D and Reality Capture, Autodesk | Peter Qian, Sr Director, Software Engineering, Autodesk | Sachin Singh, Senior Product Manager, AutoCAD Web, Autodesk | Tim Yarris, Sr. Group Product Manager, Civil 3D and Infrastructure Product Line, Autodesk",Architecture services | AutoCAD | AutoCAD LT | Civil 3D | AECO | AutoCAD & General Design | Cross Industry,Not Applicable,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1784146538543001uR0e,"Curious how AI is actually showing up in AutoCAD, AutoCAD Web, and Civil 3D, and where it's headed next? In this interactive panel, our experts will go beyond the hype to talk about how AI is starting to change the way design work gets done. We'll explore where AI shows up in your workflows today, how Autodesk Assistant is evolving with Model Context Protocols (MCPs) to support faster, smarter decisions, and what's coming as AI becomes a more active partner in the design process across desktop and web. Expect a candid conversation about the opportunities, the open questions, and how you can start putting AI to work right now. The session is moderated with plenty of time for audience questions so come ready to ask."
AS3739,2026-09-15,13:30,14:30,"Venetian, Bellini 2002, level 2",Technical Deep Dive,The Foster + Partners Journey to ISO 19650 Certification and BSI Kitemark—Enabled by Autodesk Forma,"Lola Carbajal Moro, Digital Delivery, Foster + Partners | Daniel Roca Monteagudo, Senior BIM & Design Systems Coordinator, Foster + Partners",Architecture services | Dynamo | Forma | Navisworks Manage | ReCap | Revit | AECO | Architecture,Expert,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775595359459001Ddq6,"Achieving BSI Kitemark certification for ISO 19650 Information Management as a Lead Appointed Party requires sustained effort, careful governance, and consistent project delivery. This session will explain how Foster + Partners undertook the work required to achieve certification, embedding ISO 19650 principles into everyday practice across complex, multidisciplinary projects. It will outline key steps taken, including defining roles, establishing proportionate information-management processes, developing project-ready documentation, and evidencing consistent application across live projects. The session will also explore challenges such as scaling processes and meeting audit expectations, giving you a view of how to prepare effectively for certification."
AS4621,2026-09-15,13:30,14:30,"Venetian, San Polo 3401B, level 3",Technical Deep Dive,AI from Anywhere: Building Secure Hybrid AI Workflows for Autodesk Users,"Mark Hirst, World Wide Solutions Manager, Lenovo",MEP Engineering  | Data Exchange and System Integrations | Geospatial and GIS | Architecture services | AutoCAD | Fusion | Revit | VRED | AECO,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783714114346001gA5u,"AI is transforming design workflows, but many firms face the same challenge: how do you encourage innovation while maintaining data privacy, security, governance, and control of escalating cloud costs?
In this session, Lenovo explores how architects, engineers, and designers are building AI capability from the ground up using a hybrid approach that combines Autodesk cloud services, AI PCs powered by Intel Core Ultra processors, local AI inference, remote workstations, and centralized AI resources. Learn how organizations are creating safe environments for AI experimentation, enabling teams to test ideas using real project data, evaluate business value, and scale successful workflows with confidence.
Discover how firms are empowering users to innovate from anywhere while balancing performance, flexibility, security, and cost.
Key message: Experiment locally. Collaborate globally. Scale in the cloud."
BES1377,2026-09-15,13:30,14:30,"Venetian, Titian 2303, level 2",Technical Deep Dive,Building Custom AEC Apps in Minutes: AI-Assisted Development with FORMA and VIKTOR.AI,"Jordana Rosa, Autodesk | Peter Madlener, CEO, VIKTOR",Data and Document Management | Engineering service providers | Autodesk Platform Services | Forma | Revit | AECO | Structural Engineering & Fabrication,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1774292377616001G7rN,"Design teams increasingly need trusted workflows that connect Autodesk Forma, Autodesk Platform Services (APS), agentic AI, engineering tools, proprietary company knowledge, and cloud automation to solve real project challenges. This session explores how organizations can use open APIs and modern development platforms to build custom applications and intelligent workflows around Forma Site Design and Building Design.

Attendees will learn how to integrate project data, automate engineering and design processes, connect cloud services, and extend Autodesk workflows with company-specific logic. We will also introduce the Autodesk Marketplace and discuss how developers can package and distribute solutions that strengthen the Autodesk ecosystem.

Using VIKTOR.AI as the application, workflow, and agentic automation layer, we will demonstrate how Autodesk technologies can be combined with AI, engineering software, and internal knowledge. We will show how organizations can move beyond isolated AI prompts by creating transparent, controlled, and verifiable workflows in which agents execute tasks, use engineering tools, and present traceable results for expert review."
BES2251,2026-09-15,13:30,14:30,"Venetian, Galileo 902, level 1",Technical Deep Dive,AI for Ideation: Telling a Good Story with Generative AI and Autodesk Platform Services,"Zachary Smith, Autodesk Platform Developer, HDR | Andrell Laniewicz, East Region RBG Digital Delivery Lead, HDR",Engineering service providers | Autodesk Platform Services | Forge | AECO | Architecture,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775314615063001oLNx,"Imagine this scenario: You’re a developer and a user identifies a problem that, when solved, could save hundreds of hours per project. Moreover, there doesn’t appear to be a solution on the market that solves this problem adequately, so you get to build something. In an industry where users are more likely to buy a story than a product, how do we tell a good story? This discussion will center around our approach to collaboratively translating ideas into prototypes. We’ll use generative AI and Autodesk Platform Services as our low-barrier-to-entry tools for the code, and demonstrate the value of building trust in the solution by building it together."
BES4454,2026-09-15,13:30,14:30,Stage 02,Technical Deep Dive,Symetri Presents: The Revit Family Feud,"Heather Volk, Strategic Implementation Manager - MEP, Symetri | Abra Cooley, Strategic Implementation Manager - MEP, Symetri",MEP Engineering  | Engineering service providers | Revit Live | AECO | Capital Project Owners & Operators,Associate,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1781541069154001fvbm,"Survey says... there's a better way to work in Revit. Join Heather Volk and Abra Cooley for an interactive game-show-style workflow challenge that puts common project tasks, coordination issues, and productivity bottlenecks center stage. Through real-world MEP scenarios, attendees will compare traditional and optimized workflows while estimating the time and effort behind everyday Revit tasks. Using Revit, Naviate MEP, and Naviate Accelerate, this engaging session will combine live demonstrations, audience participation, and friendly competition to showcase practical ways to improve efficiency, reduce rework, streamline coordination, and increase productivity."
BLD1301,2026-09-15,13:30,14:30,"Venetian, Lido 3006, level 3",Technical Deep Dive,"Demystifying AI: Find the sweet spot for starting up in AI using LLMs, Autodesk Assistant, and MCPs in your company","David Banyard, Principal Business Consultant, Autodesk | STEPHANIE CATALINA, Principal Professional Services Consultant, Autodesk | Xiaoxuan Peng, Director of Digital Delivery, stv",Buildings | Build | Forma | Revit | AECO | Architecture,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1774013919988001GSns,"Learn how large language models (LLMs) and model content protocols (MCPs) work, when to use them, and how to get better results with effective prompting. See how STV began their journey into AI, and learn about their process. Explore practical ways to use Autodesk Assistant across tools and discover how AI is integrated into Forma to support design decisions. Walk away with real workflows, tips, and confidence to apply AI in your daily work. Learn how to use LLMs to create add ins, dynamo scripts, and general design automation."
BLD2094,2026-09-15,13:30,14:00,Stage 01,Technical Deep Dive,Precast Concrete Solutions: Achieving Convergence Through Revit-Inventor Data Exchange,"岩倉巧 TakumiIwakura, BIM Manager, HAZAMA ANDO CORPORATION | Shuhei Tazawa, Associate Professor, Toyo University",Buildings | Docs | Informed Design | Inventor | Revit | Vault Professional | AECO | Industrialized Construction | Cross Industry,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775192397459001lKnT,"In this session, you’ll learn how to move beyond drawing-based coordination and establish a connected design-to-manufacturing workflow based on data convergence. Through an actual project of a general contractor operating a precast concrete plant, this session will explain how Revit and Inventor software were integrated via Autodesk Forma and Informed Design to enable the convergence of design and manufacturing data. You will see how configurable and reusable manufacturing models are created, and how data can flow consistently from BIM to production. The session will demonstrate how this convergence-driven approach reduced workload by more than 40%, and how it provides practical insights that designers and manufacturing engineers can apply to reduce rework, improve quality, and strengthen cross-team collaboration."
BLD2378,2026-09-15,13:30,14:30,"Venetian, Veronese 2504, level 2",Technical Deep Dive,Shift to Next-Generation Construction: From Connected Processes to Predictive Decision Making,"Yui Kikuchi, Chief, Daiwa House Industry Co., Ltd. | Yoshinori 慶典, Chief, Daiwa House Industry Co., Ltd. | Takuya Ogawa, Senior Customer Success Manager, Autodesk",Buildings | Build | Forma | Insight | Revit | AECO | Architecture,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775451684340001cQcW,"During construction, fragmented information and decision making across multiple teams remain a major challenge. At Daiwa House, Autodesk Forma projects are launched across more than 400 design and construction projects each year, supporting collaboration across departments. About 130 of these projects use Autodesk Forma Site Design to establish concurrent processes from the early design stage and reduce information gaps. Building on this track data, we’re developing an integrated construction platform for schedule and cost forecasting and recommendations. The goal is to connect these predictions and make decision making itself more predictable. This session will present future processes, technology, and organizational change for next-generation construction."
BLD3772,2026-09-15,13:30,14:30,"Venetian, Venetian G, level 2",Strategy Talk - Panel,From Design Intent to Preconstruction Reality: Closing the Carbon Data Handover Gap,"Andrea Colombo, BIM & Design Systems Coordinator, Foster + Partners | Blerina Celniku, Carbon Lead, Multiplex | Abril Rueda, BIM Coordinator Specialist, Arcadis | Daniel Traver, Decarbonization Specialist, DPR Construction | Marta Bouchard, Dir., Sustainability Solutions, Autodesk",Buildings | BIM 360 Build | Build | Quantity Takeoff | Revit | AECO | Preconstruction,Not Applicable,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775597096377001bgXM,"Decarbonization is accelerating across the built environment, yet the architecture, engineering, and construction (AEC) industry lacks consistent ways to manage carbon data across project phases. Through a collaboration led by the World Business Council for Sustainable Development (WBCSD) and Autodesk, 11 leading AEC firms are working to define and improve how carbon data transitions from design to preconstruction. Based on applied learnings, this panel will examine data challenges in the preconstruction handoff, including gaps in material quantities, nonmodeled elements, specifications, and assumptions—and we’ll highlight emerging best practices and recommendations. Gain practical strategies for your projects and ways to improve carbon data consistency, transparency, and decision making across phases."
BLD3772-D,2026-09-15,13:30,14:30,Digital AB,Strategy Talk - Panel,From Design Intent to Preconstruction Reality: Closing the Carbon Data Handover Gap,"Marta Bouchard, Dir., Sustainability Solutions, Autodesk",Buildings | BIM 360 Build | Build | Quantity Takeoff | Revit | AECO | Preconstruction,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105139035001PGwK,"Decarbonization is accelerating across the built environment, yet the architecture, engineering, and construction (AEC) industry lacks consistent ways to manage carbon data across project phases. Through a collaboration led by the World Business Council for Sustainable Development (WBCSD) and Autodesk, 11 leading AEC firms are working to define and improve how carbon data transitions from design to preconstruction. Based on applied learnings, this panel will examine data challenges in the preconstruction handoff, including gaps in material quantities, nonmodeled elements, specifications, and assumptions—and we’ll highlight emerging best practices and recommendations. Gain practical strategies for your projects and ways to improve carbon data consistency, transparency, and decision making across phases."
CES1044,2026-09-15,13:30,14:30,"Venetian, Veronese 2403, level 2",Strategy Talk,​From Chaos to Control: Model Coordination in Autodesk Forma and API Strategies for Infrastructure Projects,"Adrian Fernandez Sanchez, Product Owner Autodesk Transport, Rambøll Norge | Maria Albízuri, Sr Implementation Consultant, Autodesk",Data and Document Management | Civil infrastructure | Docs | Model Coordination | Navisworks Manage | AECO | Civil Engineering,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1773174710590001wxIa,"In large-scale infrastructure, ""coordination chaos"" is a common reality. When teams use different tools and inconsistent methods, design mistakes are often caught too late. This leads to expensive rework, missed deadlines, and increased project risk. As projects grow across disciplines, keeping everyone aligned becomes a massive challenge. In this session, we’ll share how Ramboll tamed this complexity by building a standardized, scalable framework using Autodesk Forma industry cloud (formerly Autodesk Construction Cloud). Using the 2025 IFC Viewer, Autodesk Platform Services, and Insight dashboards, Ramboll moved from disconnected software to a single, unified system. We’ve aligned our digital process with ISO 19650 to ensure data moves smoothly from one project phase to the next."
CES1179,2026-09-15,13:30,14:30,"Venetian, Casanova 501, level 1",Technical Deep Dive,Level Up Your Corridors: Unlocking Advanced Civil 3D Modeling Techniques,"Shelby L Smith, BIM Manager, Bohler | Gil Cordle, Digital Design Manager / Autodesk SME, LJA, Inc.",Civil infrastructure | Civil 3D | AECO | Civil Engineering,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1773611070743001DxkO,"Think Civil 3D corridors are just for roads? Time to think again. Corridors have a secret life as high-performance grading machines for infrastructure design. In this technical deep dive, we’ll push familiar Civil 3D tools to their limits to solve complex geometry. Through scenarios like cul-de-sacs, knuckles, parking lot grading, and driveway connections, you’ll see how dynamic corridor models maintain design control in both site and roadway environments. We’ll demonstrate advanced workflows for modeling precision and show how Subassembly Composer extends these possibilities. Gain the expertise to build adaptable models that reduce manual rework and streamline digital delivery for every project."
CES1558-D,2026-09-15,13:30,14:00,Digital BK,Strategy Talk - Digital,One Digital Playbook – Scaling Lessons Across Level Crossing Removal,"Jack Donaghy, Digital Lead, Beca Ltd",Civil infrastructure | BIM 360 Build | BIM 360 Docs | Civil 3D | Navisworks Manage | Revit | AECO | Civil Engineering,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105093499001PpFQ,"This session will explore how Auckland’s road-rail level crossing program used the Autodesk platform to deliver complex infrastructure under a fast‑tracked delivery program. Using Autodesk Forma as a common data environment, the team standardized site visit reporting with Forma Build, automated asset data management through Autodesk APIs, and enhanced design quality with improved clash detection workflows. Design models were integrated with site time‑lapse imagery using Viewer APIs and augmented reality to improve construction insight. The program also used Revit software to produce high‑quality renders, video fly‑throughs, and 3D‑printed pedestrian bridge models, improving stakeholder engagement and decision making."
CES2572,2026-09-15,13:30,14:30,"Venetian, Bellini 2102, level 2",Strategy Talk,End-to-End New Geolocation Solution Across Autodesk Platforms: From Civil 3D to Revit,"Frank Huang, Product Management Engineer/Mgr, Autodesk | Ivy(Ruoqian) Lu, Senior Product Owner, Autodesk",Geospatial and GIS | Civil infrastructure | AutoCAD | Civil 3D | Revit | AECO | Civil Engineering,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775490822338001y9fH,"Geolocation is essential for accurate positioning, data integration, and interoperability across architecture, engineering, and construction (AEC) workflows. This session will introduce core concepts such as coordinate systems, datums, and spatial references—and show how they’re applied across Autodesk platforms. You will learn how to create and manage coordinate systems in Civil 3D software, define geolocation in Civil 3D and AutoCAD software, and understand how these support geographic information system (GIS) integration. The session will also cover legacy and modern geolocation workflows in Revit software, highlighting improvements in model alignment and interoperability. By connecting workflows across Civil 3D and Revit, this class will provide practical guidance on maintaining consistent geospatial positioning throughout a project’s lifecycle."
CES2925,2026-09-15,13:30,14:30,"Venetian, Veronese 2503, level 2",Technical Deep Dive,Get the Most Out of the Drainage Tools in Civil 3D,"Brian Hailey, CAD Manager, GEI Consultants",Water Infrastructure | Civil infrastructure | Civil 3D | AECO | Community & Expert Elites,Expert,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775524976731001YH1g,"Moving data back and forth between multiple design and modeling programs can be time-consuming and prone to error. The Civil 3D drainage design environment addresses this by allowing engineers to model complete stormwater systems in one place. This session will demonstrate a practical workflow for building a drainage network using the rainfall manager, catchments, channels, ponds, and underground storage components. You’ll learn how to define rainfall events, generate runoff through catchments, create storage and conveyance elements, and run hydraulic analyses to evaluate system performance."
CES3922,2026-09-15,13:30,14:30,"Venetian, San Polo 3503, level 3",Technical Deep Dive,Better Together: Drainage Design Best Practices with InfoDrainage and Civil 3D,"Hunter Sparks, Technical Sales Specialist, Autodesk | AJ Czubai, Technical Specialist, Water, Autodesk",Water Infrastructure | Civil infrastructure | Civil 3D | InfoDrainage | AECO | Civil Engineering,Associate,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775605172098001kmbv,"With the release of drainage tools for Civil 3D 2026, users are asking: How do these tools fit into Autodesk’s drainage design ecosystem? This session provides a clear, practical comparison of drainage tools for Civil 3D and InfoDrainage, including how each solution integrates into your workflows. We will demonstrate how to combine Autodesk tools with open-source solutions and LLM’s to unlock new possibilities. We streamline the drainage design process by using API and Civil 3D tools for catchment delineation. Walk away with a practical understanding of the tools, with the ability to navigate Autodesk’s evolving drainage design landscape and leverage a hybrid ecosystem for scalable, intelligent design."
CP2653,2026-09-15,13:30,14:30,"Venetian, Lido 3103, level 3",Strategy Talk - Panel,Inside the Factory Experience: How We Design Hands-On Manufacturing for AU,"Brittany Evans, Senior Technology Consultant, Autodesk | Phil Eichmiller, Principal SW Eng. Test, Autodesk | Jonathan Odom, Community Manager, Fusion, Autodesk | Rhett Moore, Director, Digital Design & Eng. Content, Avnet, Inc. | Brian DeSmith, Senior Solutions Engineer, Xometry",Consumer products | FlexSim | Fusion | Fusion Machine Connect | Fusion Manufacturing Extension | D&M | Manufacturing Engineering,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775500176989001dfXM,"The Factory Experience gives AU attendees a hands-on way to build a simple electronic device—but creating that experience requires coordination across design, manufacturing, and delivery. This panel will bring together Autodesk and industry partners to share how the Factory Experience is conceived, developed, and brought to life on the expo floor. Panelists will discuss how teams align on design intent, navigate real-world production constraints, and deliver a scalable, repeatable experience for AU attendees. Topics will include cross-company collaboration, prototyping-to-production workflows, and the role of emerging technologies like AI. You’ll gain insight into how complex systems are transformed into engaging educational experiences."
CS1146,2026-09-15,13:30,14:30,"Venetian, Murano 3302, level 3",Technical Deep Dive,Stop Filling Out Forms: Auto-Generating Autodesk Forma Forms at Scale,"Dominic Martens, Group Construction Technology Manager, Icon Construction",Construction services | Forma | AECO | Construction Management,Associate,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1773366037780001eRG0,"Every construction project uses forms, but creating and managing them manually can quickly become time-consuming and inconsistent across teams. This session will explore how Autodesk Forma (formerly Autodesk Construction Cloud) forms can be automatically generated and populated using Forma Construction Connect (formerly ACC Connect) and Workato. Learn how automation can trigger forms from project events such as inspections, workflows, or schedule activities, and prefill information from project data and external systems. Using real project examples, we’ll demonstrate how automated form generation can reduce manual effort, improve consistency, and ensure critical project information is captured accurately across large construction portfolios."
CS1284,2026-09-15,13:30,14:30,"Venetian, Casanova 601, level 1",Technical Deep Dive,Building an Industry-Class Electrical Subcontractor Revit Template,"Derek Renn, Director of BIM Technology, Bergelectric Corporation",Construction services | BIM Collaborate | Desktop Connector | Docs | Revit | AECO | MEP Engineering & Fabrication,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1773960612894001dILA,"In this session, we’ll walk through the process of building an electrical detailing and prefabrication Revit template that supports more than 50 detailers in multiple regions across the United States. Then we’ll examine what it takes to evolve it to the next level with EVOLVE Electrical."
CS1724,2026-09-15,13:30,14:30,"Venetian, Casanova 506, level 1",Strategy Talk,People Before Platforms: How Gamuda Made Change Stick with Autodesk Forma,"Jowenn Lua, Sr Principal, Implementation Consultant, Autodesk | Arthur Mun Siew Meng, Group Digital Engineering Acting Sn Manager, Gamuda | Kelsey Stein, Sr Manager, Consulting Services, Autodesk",Data and Document Management | Construction services | Docs | Forma Data Management Essentials | AECO | Construction Management,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1774938685562001lFz9,"Digital transformation in construction fails far more often than it succeeds, largely due to resistance to change, legacy system complexity, and poor adoption planning. In this AU class, we’ll explore how Gamuda successfully navigated these challenges while scaling Autodesk Forma (formerly Autodesk Construction Cloud) across a global construction organization. Using real examples from Gamuda’s journey, this session will focus on aligning leadership, empowering champions, and supporting end users through continuous training and engagement. We'll examine how Gamuda addressed cultural resistance, integrated Autodesk Forma with legacy systems using open APIs, and implemented robust data governance aligned to ISO 27001 standards."
CS2204,2026-09-15,13:30,14:30,"Venetian, Palazzo D, level 5",Roadmap,AEC Roadmap: Forma - Cost Management + GCPay and Payapps,"Cassie Bustos, Principal Product Marketing Manager, Construction, Autodesk | Mark Ballinger, Dir, Product Strategy, PayApps, Autodesk | Ian Turner, Group Product Manager, Autodesk | Evan Zachmann, Sr Product Strategy  Manager, GC Pay, Autodesk",Project Financials | Construction Operations | Construction services | Build | AECO,Not Applicable,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775242251833001mhT2,"Construction teams need strong project financial controls to reduce risk and protect the bottom line. Join this session to learn how Autodesk is evolving cost management across Autodesk Forma Build, GCPay, and Payapps to deliver greater visibility, accuracy, and confidence. We’ll cover what’s new and what’s coming next across budget and change management, forecasting, and payment workflows. And we’ll explore how these solutions work together to create a more connected financial ecosystem. Get a behind-the-scenes look at our product strategy and key investments focused on helping teams manage costs more proactively, reduce financial risk, and improve project outcomes."
CS2884,2026-09-15,13:30,14:30,"Venetian, Bellini 2105-2106 (Meetup 1), level 2",Meetup,General Contractor Meetup,"Kellie Herring, Customer Success Manager, ACS, Autodesk | LaShawn Hodge, Principal Account Services Rep, Autodesk | Jared McKibben, Customer Success Manager, Autodesk",Construction Operations | Construction services | Build | Insight | TradeTapp | Workshop XR | AECO | Construction Management | Meetup,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775519742559001sfiC,"Join us in a session designed to connect general contractors around the United States so they can exchange best practices, wins, and lessons learned that enhance the construction customer experience. This is a place to network with like-minded contractors and owners to share ideas and dive deeper into workflows you wouldn’t normally find in an Autodesk webinar. We want to connect YOU with your peers to elevate the way you manage your facilities, helping Autodesk create the most valuable tool for your needs—based on your feedback, presented by your peers."
CS4127,2026-09-15,13:30,14:30,"Venetian, Casanova 503, level 1",Technical Deep Dive,Mastering Autodesk Fabrication: Advanced ITM Content Management Tips and Strategies,"Darren J Young, Consultant, Self Employed | Scott Hendricks, Owner, Virtual Building Supply",Construction services | Fabrication CADmep | Fabrication CAMduct | Fabrication Data Manager | Fabrication ESTmep | Revit | AECO | MEP Engineering & Fabrication,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775621387765001J21S,"Managing Fabrication ITM content effectively is critical to keeping projects on track and teams working efficiently. This session will cover advanced strategies for connector naming and connectivity, helping you build smarter, more consistent content from the ground up. We'll explore tips and tricks using a hybrid workflow—using MEP Content Editor in the cloud alongside local products like Fabrication CADmep, Fabrication ESTmep, and Fabrication CAMduct—to build and manage content with precision. You'll also learn how to execute mass content changes while modeling jobs are in progress, minimizing disruption and avoiding costly errors. Walk away with strategies you can implement immediately."
CS4494,2026-09-15,13:30,14:30,"Venetian, San Polo 3403, level 3",Strategy Talk,"Bridge the Gap: Syncing Autodesk Forma, Procore, and HCSS with ProjectReady WorkBridge","Jordan Bullock, MBA, ACI, Manager, Design Software & Training, Topcon Solutions | Joe Giegerich, CEO, ProjectReady",Data and Document Management | Construction services | Autodesk Platform Services | BuildingConnected | Construction Cloud | AECO | Construction Management,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1781911665155001ixGZ,"Are you tired of manually re-entering data between Autodesk Forma (formerly Autodesk Construction Cloud), Procore, and HCSS? ProjectReady WorkBridge eliminates that burden. In this live product demo, Topcon Solutions and ProjectReady will walk through three real-world workflows: bidirectional sync between Autodesk Forma and Procore for submittals, RFIs, issues, and photos; project data transfers from Procore to Autodesk Forma; and the connecting of HCSS HeavyBid to BuildingConnected for a seamless preconstruction-to-construction handoff. See WorkBridge's scheduling engine, audit logs, and no-data-at-rest architecture in action—and leave knowing how to connect your platforms and keep every team aligned."
CS4620,2026-09-15,13:30,14:30,"Venetian, Titian 2204, level 2",Strategy Talk,Agentic AI for Next‑Generation AEC Workflows,"Ken Denton, Global Segment Lead AEC / PD&M, HP",Construction Operations | Construction services | None | AECO,Expert,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783712052383001xG0l,"This session will be presented by Greg Schleusner, AIA, owner of 2611 Labs, former Principal Director of Design Technology at HOK, and Adjunct Assistant Professor at Columbia University.

Lightweight laptops with large, unified memory pools have crossed an important threshold: they can now run capable AI assistants locally. For AEC professionals, this creates something fundamentally different from a chatbot or copilot that waits for prompts and returns suggestions. A local assistant can remain connected to design tools, carry out multi-step assignments in the background, and even create new utilities when existing tools fall short—all without an internet connection or sending project data to the cloud.

This session will demonstrate the power of  such an assistant by combining state-of-the-art models, tool integrations, workflows, and agent harnesses into a practical working example of the power of one machine.  It will also examine the larger shift this makes possible: as models and inference software improve, the hardware you can buy today, becomes increasingly capable. We are only beginning to understand what becomes possible when every practitioner can have a private, persistent, and extensible AI collaborator working alongside them."
